20006,0,229,4,0,4,0,4,0,4,1
20004,0,306,5,0,5,0,5,0,5,1
20002,0,405,5,0,5,0,5,0,5,1
20002,1,393,7,0,7,2,7,2,5,1
20004,1,674,12,0,12,3,12,3,10,1
20003,1,973,6,0,6,2,6,2,4,1
20000,0,1012,8,0,8,0,8,0,8,1
20004,2,761,11,0,11,3,11,3,9,1
20008,1,1402,10,0,10,0,10,0,10,1
20002,2,514,5,0,5,0,5,0,5,1
20000,2,976,9,1,8,0,9,1,8,1
20003,2,485,4,0,4,0,4,0,4,1
20000,1,636,13,4,9,1,13,5,8,1
20006,2,313,5,1,4,0,5,1,4,1
20008,2,865,11,1,10,0,11,1,10,1
20007,2,1121,20,3,17,7,20,10,13,1
20007,3,239,7,0,7,2,7,2,5,1
20007,1,2688,20,0,20,9,20,9,14,1
20007,0,1380,22,5,17,7,22,12,12,1
20004,3,588,11,0,11,3,11,3,9,1
20006,1,1452,32,15,17,4,32,19,18,1
20001,0,4677,33,7,26,5,33,12,24,1
20000,3,4111,16,3,13,1,16,4,14,1
20002,3,436,5,0,5,0,5,0,5,1
20001,2,5538,25,4,21,1,25,5,22,1
20001,1,1708,23,3,20,3,23,6,18,1
20009,2,3599,40,11,29,6,40,17,26,1
20008,0,2156,43,23,20,3,43,26,25,1
20006,3,410,7,3,4,0,7,3,5,1
20003,0,9817,45,21,24,2,45,23,29,1
20001,3,1893,15,1,14,1,15,2,13,1
20003,3,5207,16,4,12,2,16,6,12,1
20004,4,907,12,0,12,4,12,4,9,1
20002,4,538,9,1,8,3,9,4,5,1
20007,4,509,13,0,13,6,13,6,8,1
20000,4,1358,14,1,13,3,14,4,11,1
20003,4,2021,8,0,8,3,8,3,6,1
20009,3,12727,72,16,56,15,72,31,50,0
20008,4,1200,14,2,12,2,14,4,10,1
20009,0,7332,70,18,52,9,70,27,50,0
20009,1,8336,76,26,50,8,76,34,50,0
20005,0,2205,43,17,26,7,43,24,26,1
20005,1,4094,111,44,67,43,111,87,50,0
20006,4,1381,29,6,23,11,29,17,16,1
20008,3,5904,57,16,41,10,57,26,37,1
20009,4,13476,65,14,51,10,65,24,50,0
20005,2,6863,110,35,75,53,110,88,50,0
20001,4,5358,66,15,51,8,66,23,50,0
20005,3,8550,88,40,48,15,88,55,50,0
20005,4,5314,108,47,61,34,108,81,50,0
