60000,0,6830,13,1,12,0,13,1,13,1
60000,3,5177,11,2,9,0,11,2,9,1
60000,4,5661,13,0,13,4,13,4,9,1
60000,2,8366,17,0,17,5,17,5,13,1
60001,4,7611,26,1,25,4,26,5,21,1
60001,1,4973,26,2,24,3,26,5,21,1
60000,1,12018,31,13,18,1,31,14,20,1
60001,0,20109,84,20,64,21,84,41,50,0
60001,3,19875,84,17,67,25,84,42,50,0
60001,2,16093,93,31,62,21,93,52,50,0
60008,0,2717,6,0,6,0,6,0,6,1
60077,0,1461,10,1,9,3,10,4,6,1
60048,1,4201,10,1,9,0,10,1,9,1
60051,1,2748,9,0,9,0,9,0,9,1
60045,1,2015,9,0,9,0,9,0,9,1
60018,1,2590,12,0,12,3,12,3,9,1
60045,0,2024,9,0,9,0,9,0,9,1
60023,0,3970,16,2,14,4,16,6,10,1
60053,0,11367,12,1,11,1,12,2,12,1
60042,1,3691,19,4,15,3,19,7,12,1
60041,0,4610,22,5,17,5,22,10,14,1
60033,1,3675,16,0,16,8,16,8,8,1
60021,1,8534,19,6,13,0,19,6,15,1
60095,0,4467,15,2,13,1,15,3,12,1
60059,0,4953,19,5,14,0,19,5,15,1
60011,0,4502,20,1,19,2,20,3,17,1
60003,1,6975,24,4,20,1,24,5,19,1
60039,1,6326,20,3,17,5,20,8,14,1
60012,1,5499,23,5,18,1,23,6,19,1
60060,1,13977,20,5,15,2,20,7,16,1
60019,1,2579,8,0,8,1,8,1,7,1
60024,1,4068,29,1,28,12,29,13,18,1
60015,1,6403,25,1,24,7,25,8,18,1
60064,1,8456,30,12,18,1,30,13,19,1
60035,0,9852,30,11,19,3,30,14,18,1
60035,1,3299,11,0,11,0,11,0,11,1
60042,0,4383,12,0,12,0,12,0,12,1
60046,1,3212,18,0,18,4,18,4,14,1
60014,0,10325,24,6,18,0,24,6,20,1
60086,0,17249,36,11,25,6,36,17,24,1
60054,1,7818,43,10,33,5,43,15,30,1
60020,1,3889,11,0,11,0,11,0,11,1
60052,1,11143,24,5,19,2,24,7,19,1
60060,0,5192,16,5,11,1,16,6,11,1
60024,0,4208,25,2,23,6,25,8,18,1
60016,1,2581,12,2,10,3,12,5,7,1
60096,0,7389,24,6,18,1,24,7,18,1
60004,1,4825,20,5,15,0,20,5,16,1
60036,0,3740,13,4,9,0,13,4,9,1
60074,0,21841,46,2,44,0,46,2,50,0
60092,0,22488,36,0,36,12,36,12,27,1
60078,0,14881,32,10,22,7,32,17,19,1
60054,0,7100,24,3,21,2,24,5,19,1
60027,1,13009,53,13,40,5,53,18,39,1
60098,0,6575,40,11,29,6,40,17,25,1
60057,0,21705,47,15,32,5,47,20,34,1
60009,0,11867,45,15,30,6,45,21,27,1
60046,0,10763,30,1,29,7,30,8,23,1
60055,1,1152,12,1,11,4,12,5,7,1
60032,0,17643,47,10,37,9,47,19,30,1
60055,0,1800,7,0,7,0,7,0,7,1
60025,1,3400,28,5,23,8,28,13,16,1
60075,1,8984,22,6,16,5,22,11,13,1
60005,1,2710,15,1,14,0,15,1,14,1
60080,0,22228,62,18,44,2,62,20,49,1
60089,0,12337,56,11,45,7,56,18,41,1
60053,1,14605,14,0,14,3,14,3,13,1
60017,0,16972,71,12,59,14,71,26,50,0
60030,1,20915,55,14,41,14,55,28,32,1
60072,1,6771,27,2,25,1,27,3,25,1
60066,1,25289,73,36,37,7,73,43,37,1
60010,0,5840,12,1,11,0,12,1,11,1
60062,0,26871,73,15,58,13,73,28,50,0
60093,0,5570,18,1,17,5,18,6,13,1
60050,0,28682,68,19,49,8,68,27,50,0
60083,0,33615,66,23,43,2,66,25,50,0
60022,1,15658,43,9,34,5,43,14,32,1
60097,0,11130,17,4,13,3,17,7,12,1
60071,0,18209,69,13,56,9,69,22,50,0
60049,1,26468,57,12,45,12,57,24,38,1
60075,0,9213,23,7,16,3,23,10,15,1
60087,1,3559,10,0,10,1,10,1,9,1
60026,0,22482,66,21,45,7,66,28,42,1
60020,0,21409,68,13,55,10,68,23,50,0
60047,0,52264,80,38,42,7,80,45,50,0
60036,1,27011,77,22,55,21,77,43,43,1
60081,1,2614,23,11,12,2,23,13,10,1
60012,0,12056,37,5,32,7,37,12,27,1
60029,0,9995,78,25,53,22,78,47,37,1
60044,1,25903,69,17,52,8,69,25,50,0
60002,0,20873,106,54,52,10,106,64,50,0
60051,0,2519,9,0,9,0,9,0,9,1
60065,1,10695,46,16,30,7,46,23,27,1
60079,0,11354,27,5,22,3,27,8,20,1
60068,0,22767,87,31,56,14,87,45,50,0
60009,1,20669,96,48,48,6,96,54,50,0
60084,0,5325,12,0,12,0,12,0,12,1
60018,0,3950,19,2,17,5,19,7,13,1
60013,1,27544,56,8,48,6,56,14,50,0
60006,0,49654,93,55,38,6,93,61,50,0
60030,0,9217,10,0,10,0,10,0,11,1
60065,0,19285,95,52,43,4,95,56,49,1
60021,0,4273,13,2,11,0,13,2,11,1
60027,0,4886,13,1,12,0,13,1,12,1
60017,1,8738,44,7,37,12,44,19,26,1
60038,0,49293,102,52,50,27,102,79,39,1
60061,1,18607,73,26,47,3,73,29,50,0
60019,0,2148,7,0,7,0,7,0,7,1
60006,1,38417,91,40,51,14,91,54,50,0
60040,1,15326,84,38,46,4,84,42,50,0
60070,1,45099,80,26,54,17,80,43,50,0
