50006,1,3625,6,0,6,0,6,0,6,1
50070,1,2873,10,0,10,2,10,2,8,1
50090,0,3043,7,0,7,0,7,0,7,1
50079,0,4341,11,0,11,0,11,0,11,1
50044,1,2162,10,0,10,3,10,3,7,1
50009,1,2404,9,0,9,1,9,1,8,1
50045,0,3721,13,2,11,0,13,2,11,1
50031,1,2376,13,1,12,4,13,5,8,1
50080,0,1802,13,5,8,0,13,5,9,1
5001,0,2118,18,5,13,4,18,9,10,1
50094,0,4324,19,1,18,6,19,7,13,1
50089,0,22057,10,3,7,0,10,3,16,1
50052,0,3377,6,0,6,0,6,0,6,1
50072,1,5151,27,6,21,10,27,16,12,1
50019,0,8753,36,14,22,2,36,16,22,1
50040,1,2863,20,7,13,0,20,7,14,1
50082,0,4849,22,7,15,3,22,10,13,1
50077,0,4835,30,20,10,2,30,22,11,1
50043,0,4930,17,0,17,6,17,6,12,1
50066,1,14213,28,1,27,2,28,3,28,1
50086,1,12502,19,0,19,2,19,2,17,1
50091,0,9009,37,11,26,5,37,16,23,1
50014,0,5411,26,12,14,0,26,12,15,1
50016,0,7902,50,9,41,13,50,22,31,1
50057,1,1936,13,0,13,6,13,6,8,1
50004,0,2209,10,1,9,0,10,1,9,1
50033,1,14092,49,20,29,2,49,22,30,1
50005,1,3934,15,5,10,0,15,5,10,1
50058,0,2365,13,0,13,6,13,6,7,1
50076,0,10983,60,28,32,7,60,35,31,1
50013,0,9118,50,18,32,6,50,24,29,1
50003,0,17348,50,8,42,15,50,23,32,1
50067,0,8961,83,6,77,65,83,71,26,1
50012,1,2859,11,2,9,3,11,5,6,1
50003,1,3035,9,1,8,0,9,1,8,1
50021,0,14852,58,16,42,12,58,28,34,1
50039,1,4772,58,19,39,26,58,45,19,1
50024,0,12860,70,13,57,10,70,23,50,0
50078,1,12051,78,28,50,6,78,34,50,0
50044,0,9330,20,5,15,3,20,8,14,1
50061,0,21698,78,30,48,5,78,35,50,0
50021,1,2667,9,0,9,1,9,1,8,1
50041,0,4607,18,0,18,6,18,6,12,1
50027,1,2079,11,3,8,0,11,3,8,1
50098,0,17658,86,43,43,2,86,45,50,0
5003,0,2989,8,0,8,2,8,2,6,1
50030,0,14771,44,13,31,0,44,13,34,1
50036,1,7117,30,6,24,11,30,17,15,1
50025,0,9473,20,0,20,5,20,5,17,1
50002,0,40066,78,31,47,11,78,42,46,1
50069,0,6679,24,9,15,3,24,12,13,1
50055,0,7834,27,9,18,1,27,10,20,1
50027,0,5119,36,15,21,5,36,20,19,1
50084,0,7293,14,0,14,3,14,3,11,1
50015,1,7193,14,1,13,1,14,2,13,1
50059,0,10865,41,11,30,4,41,15,29,1
50081,1,4889,23,0,23,12,23,12,12,1
50071,0,16273,100,57,43,1,100,58,50,0
